"Date","RegionID","RegionName","State","Metro","County","City","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI"
2018-11-30,127284,"Bonaire","CA","San Francisco-Oakland-Hayward","Alameda County","San Leandro",4810,670900,0.00269018083993424,0.022245924120067,0.0841952165481577,,,"2018-11","2018-Q4",670900,0,"2018-11"
2018-11-30,273318,"Collins Garden","TX","San Antonio-New Braunfels","Bexar County","San Antonio",4811,81800,0,0.00863131935881628,-0.0455075845974329,,,"2017-11","2017-Q4",85700,-0.0455075845974329,"2017-09"
2018-11-30,268323,"Morning Sunwood","CA","Los Angeles-Long Beach-Anaheim","Orange County","Santa Ana",4812,717100,0.00872133914755943,0.0197667804323094,0.0988354275206865,,,"2018-11","2018-Q4",717100,0,"2018-11"
2018-11-30,274976,"Parkland Estates","FL","Tampa-St. Petersburg-Clearwater","Hillsborough County","Tampa",4813,886000,0.00487694227061359,0.0131503716409377,0.0757649344341914,,,"2018-11","2018-Q4",886000,0,"2018-11"
2018-11-30,763002,"North End","RI","Providence-Warwick","Providence County","Woonsocket",4814,230000,0.0163499779054353,0.0449795547478419,0.132447070408666,,,"2005-10","2005-Q4",264300,-0.129776768823307,"2004-04"
2018-11-30,763583,"East Allentown","PA","Allentown-Bethlehem-Easton","Lehigh County","Allentown",4815,97500,0.0188087774294671,0.0597826086956522,0.21571072319202,,,"2018-11","2018-Q4",97500,0,"2018-11"
2018-11-30,272920,"Bellevue","VA","Richmond","Richmond County","Richmond",4816,321000,0.0050093926111459,0.0116608887488182,0.052804198097737,,,"2018-11","2018-Q4",321000,0,"2018-11"
2018-11-30,274961,"Park Estates","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Long Beach",4817,921500,0.00534584333406066,0.00479773198124523,0.0698943457564147,,,"2018-11","2018-Q4",921500,0,"2018-11"
2018-11-30,155188,"North Lakeville","MA","Boston-Cambridge-Newton","Plymouth County","Lakeville",4818,368100,0.00163265306122449,0.00766493293183685,0.0559380378657487,,,"2018-11","2018-Q4",368100,0,"2018-11"
2018-11-30,343593,"Prairie Hills","WI","Madison","Dane County","Madison",4819,235900,0.00468483816013629,0.0190064794816415,0.0821100917431193,,,"2018-11","2018-Q4",235900,0,"2018-11"
2018-11-30,417236,"Tuttle West","OH","Columbus","Franklin County","Columbus",4820,221000,0.00454545454545455,0.0193726937269373,0.0640346653827636,,,"2018-11","2018-Q4",221000,0,"2018-11"
2018-11-30,763069,"Blanco-Culver Crest","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Culver City",4821,1222200,-0.00342465753424658,-0.020829995193078,0.00213184650705149,,,"2018-07","2018-Q3",1254500,-0.0257473096851335,"2017-12"
2018-11-30,409954,"Meadows","TX","Dallas-Fort Worth-Arlington","Collin County","Plano",4822,178300,0.0113442994895065,0.0500588928150766,0.11367895065584,,,"2018-11","2018-Q4",178300,0,"2018-11"
2018-11-30,264299,"Washington","ND","Fargo","Cass County","Fargo",4823,175300,0.00171428571428571,0.0115406809001731,0.0342182890855457,,,"2018-11","2018-Q4",175300,0,"2018-11"
2018-11-30,273327,"Colonialtown North","FL","Orlando-Kissimmee-Sanford","Orange County","Orlando",4824,299400,0.00469798657718121,0.0201022146507666,0.101545253863135,,,"2018-11","2018-Q4",299400,0,"2018-11"
2018-11-30,273689,"Fairway 164th","WA","Portland-Vancouver-Hillsboro","Clark County","Vancouver",4825,399900,0.0085750315258512,0.0129179331306991,0.032266391326794,,,"2018-11","2018-Q4",399900,0,"2018-11"
2018-11-30,764234,"Poinsettia","CA","Oxnard-Thousand Oaks-Ventura","Ventura County","Ventura",4826,718100,-0.0255122811779075,-0.0558769392584801,-0.108393344921778,,,"2006-04","2006-Q2",848000,-0.153183962264151,"2004-08"
2018-11-30,268896,"Biscayne Terrace","FL","Jacksonville","Duval County","Jacksonville",4827,170100,0.0125,0.0384615384615385,0.0903846153846154,,,"2007-02","2007-Q1",192200,-0.114984391259105,"2005-10"
2018-11-30,763558,"Bradford Park","MO","Springfield","Greene County","Springfield",4828,156200,0.00644329896907216,0.0337524818001324,0.134350036310821,,,"2018-11","2018-Q4",156200,0,"2018-11"
2018-11-30,761397,"North End West","SD","Sioux Falls","Minnehaha County","Sioux Falls",4829,128200,0.00706991358994501,0.0215139442231076,0.0272435897435897,,,"2018-11","2018-Q4",128200,0,"2018-11"
2018-11-30,763727,"Colonial Village","MI","Lansing-East Lansing","Ingham County","Lansing",4830,108400,0.00556586270871985,0.0413064361191162,0.223476297968397,,,"2006-02","2006-Q1",125500,-0.136254980079681,"2002-12"
2018-11-30,271144,"Vernon","OR","Portland-Vancouver-Hillsboro","Multnomah County","Portland",4831,484900,0.00268817204301075,0.00601659751037345,0.0751662971175166,,,"2018-11","2018-Q4",484900,0,"2018-11"
2018-11-30,763217,"Hitchingpost","MA","Boston-Cambridge-Newton","Middlesex County","Chelmsford",4832,493700,0.0057038093298024,0.0189886480908153,0.0519923290006392,,,"2018-11","2018-Q4",493700,0,"2018-11"
2018-11-30,275598,"Strawberry Manor","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County","Sacramento",4833,240300,0.00586019254918376,0.0100882723833544,0.0585903083700441,,,"2006-05","2006-Q2",279500,-0.140250447227191,"2004-12"
2018-11-30,416999,"Upper East","CA","Santa Maria-Santa Barbara","Santa Barbara County","Santa Barbara",4834,1504700,-0.005420054200542,-0.0124048306642163,0.0565971490766098,,,"2018-06","2018-Q2",1549100,-0.028661803627913,"2018-03"
2018-11-30,761971,"Washington-Rosedale","PA","Philadelphia-Camden-Wilmington","Montgomery County","Pottstown",4835,126700,0.00555555555555556,0.0275750202757502,0.0410846343467543,,,"2008-02","2008-Q1",149500,-0.152508361204013,"2005-02"
2018-11-30,266387,"McIntosh","CO","Boulder","Boulder County","Longmont",4836,451900,0.000221336874723329,0.011414503133393,0.0414842129522932,,,"2018-11","2018-Q4",451900,0,"2018-11"
2018-11-30,270469,"Princess Jeanne","NM","Albuquerque","Bernalillo County","Albuquerque",4837,155900,0.00386349001931745,0.0136540962288687,0.104107648725212,,,"2007-11","2007-Q4",159700,-0.023794614902943,"2007-05"
2018-11-30,270264,"The Hill","MO","St. Louis","Saint Louis City","Saint Louis",4838,147400,0.00408719346049046,0.0144528561596696,0.0123626373626374,,,"2018-03","2018-Q1",148100,-0.00472653612424038,"2018-03"
2018-11-30,763675,"Horace Mann","ND","Fargo","Cass County","Fargo",4839,208600,-0.00666666666666667,-0.00666666666666667,-0.0364896073903002,,,"2017-11","2017-Q4",216500,-0.0364896073903002,"2017-04"
2018-11-30,271899,"Latah Valley","WA","Spokane-Spokane Valley","Spokane County","Spokane",4840,363600,0.0105614230127849,0.0323679727427598,0.104160340115396,,,"2018-11","2018-Q4",363600,0,"2018-11"
2018-11-30,206533,"Bolton","OR","Portland-Vancouver-Hillsboro","Clackamas County","West Linn",4841,429300,0.00585754451733833,0.0172985781990521,0.0764794383149448,,,"2018-11","2018-Q4",429300,0,"2018-11"
2018-11-30,274061,"Houghton","AZ","Tucson","Pima County","Tucson",4842,276300,0.00582453585729887,0.0195571955719557,0.0647398843930636,,,"2006-06","2006-Q2",327400,-0.156078191814294,"2005-05"
2018-11-30,271070,"Cathedral Park","OR","Portland-Vancouver-Hillsboro","Multnomah County","Portland",4843,365600,-0.00163844893500819,-0.00921409214092141,-0.00571117759042698,,,"2018-03","2018-Q1",377100,-0.0304958896844338,"2017-01"
2018-11-30,762124,"South Broadway Heights","CO","Denver-Aurora-Lakewood","Arapahoe County","Englewood",4844,373300,0.00674217907227616,0.0252677835759407,0.0950425344675858,,,"2018-11","2018-Q4",373300,0,"2018-11"
2018-11-30,269871,"North Harford Road","MD","Baltimore-Columbia-Towson","Baltimore City","Baltimore",4845,181800,0.00664451827242525,0.0282805429864253,0.220134228187919,,,"2007-03","2007-Q1",206100,-0.117903930131004,"2005-12"
2018-11-30,275666,"Tam O'Shanter","WA","Seattle-Tacoma-Bellevue","King County","Bellevue",4846,901500,-0.00529625951671632,-0.00966714270020872,0.048133937914196,,,"2018-06","2018-Q2",917100,-0.0170101406607785,"2018-02"
2018-11-30,270426,"Laurelwood","NM","Albuquerque","Bernalillo County","Albuquerque",4847,184500,0.00819672131147541,0.018774157923799,0.0865724381625442,,,"2007-09","2007-Q3",191100,-0.0345368916797488,"2006-12"
2018-11-30,261290,"Huntley","WI","Appleton","Outagamie County","Appleton",4848,141400,0.0121689334287759,0.0374174614820249,0.123113582208102,,,"2018-11","2018-Q4",141400,0,"2018-11"
2018-11-30,342707,"Vista del Norte","NM","Albuquerque","Bernalillo County","Albuquerque",4849,243000,0.00247524752475248,0.00829875518672199,0.0344827586206897,,,"2018-06","2018-Q2",243800,-0.00328137817883511,"2018-05"
2018-11-30,270035,"Morningside","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",4850,103700,0.0422110552763819,0.14712389380531,0.390080428954424,,,"2018-11","2018-Q4",103700,0,"2018-11"
2018-11-30,115326,"Golden Hills","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Mesa",4851,225700,0.00848972296693476,0.0185018050541516,0.0701754385964912,,,"2006-05","2006-Q2",241500,-0.0654244306418219,"2005-11"
2018-11-30,270534,"Victory Hills","NM","Albuquerque","Bernalillo County","Albuquerque",4852,191900,0.0278521692554901,0.0561364887176665,0.12025685931115,,,"2008-04","2008-Q2",205400,-0.0657254138266797,"2007-05"
2018-11-30,243334,"Estabrook","VA","Virginia Beach-Norfolk-Newport News","Norfolk County","Norfolk",4853,160200,0.0037593984962406,0.00250312891113892,0.0773369199731002,,,"2007-09","2007-Q3",176900,-0.0944036178631995,"2006-07"
2018-11-30,264457,"East Hampton","TN","Memphis","Shelby County","Bartlett",4854,147600,0.00750853242320819,0.0214532871972318,0.0860927152317881,,,"2018-11","2018-Q4",147600,0,"2018-11"
2018-11-30,268269,"Mabury Park","CA","Los Angeles-Long Beach-Anaheim","Orange County","Santa Ana",4855,623000,-0.00685477443009724,-0.0151754663294341,0.0366056572379368,,,"2006-09","2006-Q3",634000,-0.0173501577287066,"2006-04"
2018-11-30,207557,"Sunset","OR","Portland-Vancouver-Hillsboro","Clackamas County","West Linn",4856,443200,0.00498866213151927,0.0160476845483723,0.0625749220810357,,,"2018-11","2018-Q4",443200,0,"2018-11"
2018-11-30,262358,"Jefferson","MI","Detroit-Warren-Dearborn","Wayne County","Redford",4857,127800,0.0110759493670886,0.0289855072463768,0.121052631578947,,,"2005-05","2005-Q2",150100,-0.14856762158561,"2000-08"
2018-11-30,276198,"Barrio Hollywood","AZ","Tucson","Pima County","Tucson",4858,144300,0.00557491289198606,0.0358937544867193,0.129107981220657,,,"2006-05","2006-Q2",150900,-0.0437375745526839,"2005-09"
2018-11-30,762272,"Terrace Estates","CA","Oxnard-Thousand Oaks-Ventura","Ventura County","Oxnard",4859,461900,0.00238715277777778,0.0120508326029798,0.0771921641791045,,,"2006-07","2006-Q3",582600,-0.207174733951253,"2004-11"
2018-11-30,763880,"High Resort","NM","Albuquerque","Sandoval County","Rio Rancho",4860,255100,0.00235756385068762,0.0135081446166071,0.0208083233293317,,,"2007-09","2007-Q3",275600,-0.0743831640058055,"2006-06"
2018-11-30,242681,"Colonial Village","VA","Washington-Arlington-Alexandria","Arlington County","Arlington",4861,342600,-0.00638051044083527,-0.0174935474620017,0.0489895897121862,,,"2006-02","2006-Q1",369600,-0.073051948051948,"2005-03"
2018-11-30,763073,"Lucerne-Higuera","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Culver City",4862,1298200,0.00752813348855258,0.0335164397739034,0.207852623743952,,,"2018-11","2018-Q4",1298200,0,"2018-11"
2018-11-30,763577,"Trexler Park","PA","Allentown-Bethlehem-Easton","Lehigh County","Allentown",4863,359100,-0.00801104972375691,-0.0201909959072306,-0.0129191863661352,,,"2006-10","2006-Q4",417200,-0.139261744966443,"2005-09"
2018-11-30,276279,"Country Club","NC","Winston-Salem","Forsyth County","Winston-Salem",4864,320000,0.00125156445556946,0.00723953415171546,0.0895471569628873,,,"2018-11","2018-Q4",320000,0,"2018-11"
2018-11-30,116336,"Lucas Valley","CA","San Francisco-Oakland-Hayward","Marin County","San Rafael",4865,1361600,-0.0149750415973378,-0.0271506144612747,-0.0279840091376356,,,"2018-03","2018-Q1",1405400,-0.0311655044827095,"2017-06"
2018-11-30,172255,"Clifton Heights","MO","St. Louis","Saint Louis City","Saint Louis",4866,140600,0.00572246065808297,0.00933237616654702,0.0203193033381713,,,"2018-11","2018-Q4",140600,0,"2018-11"
2018-11-30,268933,"Confederate Point","FL","Jacksonville","Duval County","Jacksonville",4867,187400,0.00698549167114455,0.0184782608695652,0.113487819370172,,,"2007-03","2007-Q1",209700,-0.106342393896042,"2006-01"
2018-11-30,273785,"Freedom Park","NC","Charlotte-Concord-Gastonia","Mecklenburg County","Charlotte",4868,640000,0.00455187568670538,0.00628930817610063,0.058026120019838,,,"2018-11","2018-Q4",640000,0,"2018-11"
2018-11-30,762705,"Boulevard","CT","New Haven-Milford","New Haven County","Waterbury",4869,117200,0.00085397096498719,0.0173611111111111,0.0664240218380346,,,"2006-08","2006-Q3",171900,-0.318208260616638,"2003-04"
2018-11-30,273359,"Cottage Park","AL","Mobile","Mobile County","Mobile",4870,171000,0.0106382978723404,0.0288808664259928,0.0529556650246305,,,"2008-06","2008-Q2",172400,-0.00812064965197216,"2008-04"
2018-11-30,763671,"Madison-Unicorn Park","ND","Fargo","Cass County","Fargo",4871,957500,0.0014642819788725,0.0110876451953537,0.0925376540392515,,,"2018-11","2018-Q4",957500,0,"2018-11"
2018-11-30,116026,"La Playa","CA","San Diego-Carlsbad","San Diego County","San Diego",4872,1459700,-0.00876001629770474,-0.039734228011315,0.0348078831702821,,,"2018-04","2018-Q2",1558700,-0.063514467184192,"2018-01"
2018-11-30,761161,"Constellations and Stars","CA","San Francisco-Oakland-Hayward","San Mateo County","Foster City",4873,1395500,0.00439038433856341,0.00366800920598389,0.108419380460683,,,"2018-11","2018-Q4",1395500,0,"2018-11"
2018-11-30,416726,"Boon Trace","TN","Nashville-Davidson--Murfreesboro--Franklin","Davidson County","Nashville",4874,289100,0.006265227984685,0.0190341910468805,0.0570383912248629,,,"2018-11","2018-Q4",289100,0,"2018-11"
2018-11-30,274882,"Old Fort Lowell","AZ","Tucson","Pima County","Tucson",4875,274500,0,0.0155382907880133,0.0342878673700075,,,"2006-04","2006-Q2",313100,-0.123283296071543,"2005-06"
2018-11-30,55130,"West Wareham","MA","Boston-Cambridge-Newton","Plymouth County","Wareham",4876,280800,0.00465116279069767,0.00106951871657754,0.0222060429559519,,,"2005-04","2005-Q2",290400,-0.0330578512396694,"2004-12"
2018-11-30,268042,"Campus Commons","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County","Sacramento",4877,407500,0.00542807796693807,0.0134294951504601,0.00098255956767379,,,"2018-01","2018-Q1",408800,-0.00318003913894325,"2017-12"
2018-11-30,275200,"Riverside","OH","Cleveland-Elyria","Cuyahoga County","Cleveland",4878,102800,0.0138067061143984,0.0663900414937759,0.138427464008859,,,"2005-11","2005-Q4",114800,-0.104529616724739,"2002-08"
2018-11-30,761393,"All Saints","SD","Sioux Falls","Minnehaha County","Sioux Falls",4879,162700,0.00246457178065311,-0.00428396572827417,0.0463022508038585,,,"2018-04","2018-Q2",164800,-0.0127427184466019,"2018-03"
2018-11-30,417005,"East San Roque","CA","Santa Maria-Santa Barbara","Santa Barbara County","Santa Barbara",4880,1085300,0.00537285780453914,0.0228065215342569,0.0925105697604188,,,"2018-11","2018-Q4",1085300,0,"2018-11"
2018-11-30,418015,"Chimney Hills","OK","Tulsa","Tulsa County","Tulsa",4881,195800,-0.00254712175241977,-0.00203873598369011,0.0392781316348195,,,"2018-09","2018-Q3",196500,-0.00356234096692112,"2018-08"
2018-11-30,274137,"Jefferson Park","AZ","Tucson","Pima County","Tucson",4882,232300,-0.00385934819897084,-0.00171895143962183,0.0215479331574318,,,"2005-11","2005-Q4",261600,-0.112003058103976,"2005-06"
2018-11-30,343606,"Ventura","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County","Palo Alto",4883,2537600,-0.0160527336176813,-0.0165865757246938,0.107396901592843,,,"2018-05","2018-Q2",2613400,-0.029004362133619,"2018-03"
2018-11-30,111550,"Buckhorn","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Mesa",4884,241100,0.00878661087866109,0.024214103653356,0.086036036036036,,,"2006-06","2006-Q2",246000,-0.0199186991869919,"2006-04"
2018-11-30,191895,"Rock Canyon","UT","Provo-Orem","Utah County","Provo",4885,414100,0.0104929233772572,0.0331836327345309,0.175418677263696,,,"2018-11","2018-Q4",414100,0,"2018-11"
2018-11-30,117879,"San Mateo Park","CA","San Francisco-Oakland-Hayward","San Mateo County","San Mateo",4886,3626600,-0.000385887541345094,0.00107654511828194,0.0449188924424468,,,"2018-09","2018-Q3",3631900,-0.00145929128004626,"2018-09"
2018-11-30,274617,"Mountainbrook","NC","Charlotte-Concord-Gastonia","Mecklenburg County","Charlotte",4887,615900,0.00637254901960784,0.0165043736590196,0.076371897937784,,,"2018-11","2018-Q4",615900,0,"2018-11"
2018-11-30,403358,"Marynook","IL","Chicago-Naperville-Elgin","Cook County","Chicago",4888,147800,0,-0.0073875083948959,0.0285316631871955,,,"2007-09","2007-Q3",195500,-0.243989769820972,"2004-02"
2018-11-30,17863,"East Dennis","MA","Barnstable Town","Barnstable County","Dennis",4889,460700,0.00130406433384047,0.0052367444905084,0.0383141762452107,,,"2018-11","2018-Q4",460700,0,"2018-11"
2018-11-30,269689,"Central Business District","LA","New Orleans-Metairie","Orleans Parish","New Orleans",4890,482300,-0.00330646827856995,0,0.132957481794691,,,"2018-10","2018-Q4",483900,-0.00330646827856995,"2018-08"
2018-11-30,252840,"Columbus","OK","Tulsa","Tulsa County","Tulsa",4891,98300,-0.00606673407482305,-0.0400390625,-0.0855813953488372,,,"2018-01","2018-Q1",108500,-0.0940092165898617,"2017-08"
2018-11-30,276058,"Whiteoak","NC","Charlotte-Concord-Gastonia","Mecklenburg County","Charlotte",4892,370500,0.00379301002438364,0.00706713780918728,0.0288808664259928,,,"2018-11","2018-Q4",370500,0,"2018-11"
2018-11-30,761234,"Fish","CA","San Francisco-Oakland-Hayward","San Mateo County","Foster City",4893,1978100,0.00268653690186537,0.0145663435400318,0.184136486082011,,,"2018-11","2018-Q4",1978100,0,"2018-11"
2018-11-30,268205,"Hawarden Hills","CA","Riverside-San Bernardino-Ontario","Riverside County","Riverside",4894,567700,-0.0179899671337139,-0.0452404978136562,0.0142933714489905,,,"2006-11","2006-Q4",604900,-0.0614977682261531,"2005-11"
2018-11-30,273901,"Greenwich Hills","AL","Mobile","Mobile County","Mobile",4895,68400,0.0148367952522255,0.0332326283987915,0.062111801242236,,,"2008-02","2008-Q1",95600,-0.284518828451883,"2004-12"
2018-11-30,417093,"Madison Grove","CA","Bakersfield","Kern County","Bakersfield",4896,282200,-0.000708215297450425,-0.00141542816702052,0.0269286754002911,,,"2006-06","2006-Q2",361000,-0.218282548476454,"2005-05"
2018-11-30,396174,"Whittingham","NJ","New York-Newark-Jersey City","Middlesex County","Monroe",4897,360100,0.00474330357142857,0.0109489051094891,0.0428612800463365,,,"2006-08","2006-Q3",405600,-0.112179487179487,"2004-08"
2018-11-30,276660,"White Oak","MO","Kansas City","Jackson County","Kansas City",4898,128600,0.0102120974076984,0.0337620578778135,0.176578225068618,,,"2018-11","2018-Q4",128600,0,"2018-11"
2018-11-30,273662,"Fabrique","KS","Wichita","Sedgwick County","Wichita",4899,73300,0.00410958904109589,0.00410958904109589,0.0685131195335277,,,"2008-07","2008-Q3",80600,-0.0905707196029777,"2007-09"
2018-11-30,274549,"Miracle Manor","AZ","Tucson","Pima County","Tucson",4900,108300,0.0188146754468485,0.0130963517305893,0.182314410480349,,,"2007-05","2007-Q2",127800,-0.152582159624413,"2005-07"
2018-11-30,416329,"Hillside","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Torrance",4901,899600,0.00379379602767239,0.0045784477945282,0.019030357951971,,,"2018-03","2018-Q1",903000,-0.00376522702104097,"2018-03"
2018-11-30,227268,"Highland Park","PA","Philadelphia-Camden-Wilmington","Bucks County","Levittown",4902,261300,-0.00229095074455899,-0.0128447298828863,-0.0161897590361446,,,"2018-04","2018-Q2",268400,-0.0264530551415797,"2017-07"
2018-11-30,761745,"Fort Concho","TX","San Angelo","Tom Green County","San Angelo",4903,78200,0.00385109114249037,0.09985935302391,0.179487179487179,,,"2018-11","2018-Q4",78200,0,"2018-11"
2018-11-30,417850,"Encanto","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Mesa",4904,202200,0.0130260521042084,0.0332141032192131,0.091792656587473,,,"2006-05","2006-Q2",215600,-0.062152133580705,"2005-11"
2018-11-30,125218,"Marietta","FL","Jacksonville","Duval County","Jacksonville",4905,114800,-0.0120481927710843,-0.0328559393428812,-0.0145922746781116,,,"2018-01","2018-Q1",122000,-0.059016393442623,"2017-11"
2018-11-30,274432,"Marlborough Heights - Marlborough Pride","MO","Kansas City","Jackson County","Kansas City",4906,55800,0.00179533213644524,-0.00711743772241993,0.0072202166064982,,,"2006-03","2006-Q1",74400,-0.25,"2002-03"
2018-11-30,761369,"Okane Park","CO","Denver-Aurora-Lakewood","Jefferson County","Lakewood",4907,388100,0.00439958592132505,0.00726706462496756,0.0632876712328767,,,"2018-11","2018-Q4",388100,0,"2018-11"
2018-11-30,269174,"Sailboat Bend","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County","Fort Lauderdale",4908,340300,0.00206124852767962,0.000882352941176471,0.0346609911827303,,,"2007-04","2007-Q2",429900,-0.20842056292161,"2004-12"
2018-11-30,273032,"Briarwood","AR","Little Rock-North Little Rock-Conway","Pulaski County","Little Rock",4909,141900,0.007097232079489,0.0275162925416365,0.0387994143484627,,,"2017-04","2017-Q2",143000,-0.00769230769230769,"2017-03"
2018-11-30,761389,"Central Park","KS","Topeka","Shawnee County","Topeka",4910,51100,0.00196078431372549,-0.00968992248062015,0,,,"2013-11","2013-Q4",61900,-0.174474959612278,
2018-11-30,272795,"Arlington Park","IN","Fort Wayne","Allen County","Fort Wayne",4911,188200,-0.000531067445565587,0.00159659393294305,0.0561167227833895,,,"2018-09","2018-Q3",188400,-0.00106157112526539,"2018-09"
2018-11-30,762429,"Franklin Colonial","VA","Roanoke","Roanoke County","Roanoke",4912,241400,0.0100418410041841,0.0432152117545376,0.0583077597544936,,,"2008-04","2008-Q2",244100,-0.0110610405571487,"2008-02"
2018-11-30,342753,"Kingsborough","CO","Denver-Aurora-Lakewood","Arapahoe County","Aurora",4913,320400,0.00344503601628562,0.0126422250316056,0.100652696667812,,,"2018-11","2018-Q4",320400,0,"2018-11"
2018-11-30,273266,"City Park","LA","Baton Rouge","East Baton Rouge Parish","Baton Rouge",4914,267700,0,0.00374953130858643,-0.000746547219111609,,,"2018-06","2018-Q2",269600,-0.00704747774480712,"2017-11"
2018-11-30,343454,"Lake Somerset","FL","Lakeland-Winter Haven","Polk County","Lakeland",4915,152200,0.000657462195923734,0.00727994705493051,0.0848182466143977,,,"2006-08","2006-Q3",162400,-0.062807881773399,"2006-04"
2018-11-30,761601,"Pinckeny","KS","Lawrence","Douglas County","Lawrence",4916,137500,0.0125184094256259,0.0284218399401645,0.0192735359525575,,,"2018-11","2018-Q4",137500,0,"2018-11"
2018-11-30,762302,"River Park","KY","Lexington-Fayette","Fayette County","Lexington",4917,115700,0.0166959578207381,0.04516711833785,0.18788501026694,,,"2018-11","2018-Q4",115700,0,"2018-11"
2018-11-30,41038,"Squantum","MA","Boston-Cambridge-Newton","Norfolk County","Quincy",4918,575400,0.00226441386518028,0.015352038115405,0.0242079031683873,,,"2017-07","2017-Q3",581300,-0.0101496645449854,"2017-05"
2018-11-30,270003,"Heartside","MI","Grand Rapids-Wyoming","Kent County","Grand Rapids",4919,295700,0.0123245463882232,0.0126712328767123,0.104182225541449,,,"2018-11","2018-Q4",295700,0,"2018-11"
2018-11-30,269147,"Poinsettia Heights","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County","Fort Lauderdale",4920,418200,0.00167664670658683,0.0150485436893204,0.0449775112443778,,,"2005-12","2005-Q4",449700,-0.0700466977985324,"2005-06"
2018-11-30,199361,"Bainbridge","OH","Cleveland-Elyria","Geauga County","Chagrin Falls",4921,278600,0.00613940050559769,0.0220102714600147,0.0505279034690799,,,"2018-11","2018-Q4",278600,0,"2018-11"
2018-11-30,155167,"North Dennis","MA","Barnstable Town","Barnstable County","Dennis",4922,565100,0.00212803688597269,0.021326585938912,0.0881956479876757,,,"2018-11","2018-Q4",565100,0,"2018-11"
2018-11-30,761307,"Northgate Park","NC","Durham-Chapel Hill","Durham County","Durham",4923,205200,0.00884955752212389,0.0296036126442549,0.134328358208955,,,"2018-11","2018-Q4",205200,0,"2018-11"
2018-11-30,210000,"Duquesne Heights","PA","Pittsburgh","Allegheny County","Pittsburgh",4924,156700,0.00771704180064309,0.03295978905735,0.261674718196457,,,"2018-11","2018-Q4",156700,0,"2018-11"
2018-11-30,276056,"White Bridge","TN","Nashville-Davidson--Murfreesboro--Franklin","Davidson County","Nashville",4925,324100,0.00278465346534653,0.000617474529175672,0.0175824175824176,,,"2018-04","2018-Q2",334100,-0.0299311583358276,"2018-01"
2018-11-30,163581,"Violetville","MD","Baltimore-Columbia-Towson","Baltimore City","Baltimore",4926,124200,0.0180327868852459,0.0837696335078534,0.210526315789474,,,"2007-02","2007-Q1",174600,-0.288659793814433,"2005-11"
2018-11-30,422823,"Hubbard Heights","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",4927,112300,0.015370705244123,0.0705433746425167,0.245011086474501,,,"2018-11","2018-Q4",112300,0,"2018-11"
2018-11-30,343628,"Spring Hill - City View","PA","Pittsburgh","Allegheny County","Pittsburgh",4928,67700,-0.00441176470588235,0.00744047619047619,0.155290102389079,,,"2018-10","2018-Q4",68000,-0.00441176470588235,"2018-10"
2018-11-30,268312,"Mission Valley West","CA","San Diego-Carlsbad","San Diego County","San Diego",4929,405100,-0.00491279783836895,-0.000986436498150432,0.0403184386235234,,,"2018-09","2018-Q3",407400,-0.00564555719194894,"2018-08"
2018-11-30,275538,"St. Catherine's Gardens","MO","Kansas City","Jackson County","Kansas City",4930,160500,0.00187265917602996,0.0100692259282568,0.109191430545957,,,"2018-11","2018-Q4",160500,0,"2018-11"
2018-11-30,274492,"Melrose","TN","Nashville-Davidson--Murfreesboro--Franklin","Davidson County","Nashville",4931,496800,0.00302846759539673,0.00893582453290008,-0.0366492146596859,,,"2017-09","2017-Q3",529400,-0.061579146203249,"2017-01"
2018-11-30,762822,"Churchland Southwest","VA","Virginia Beach-Norfolk-Newport News","Portsmouth County","Portsmouth",4932,171000,0.00352112676056338,0.0190703218116806,0.049079754601227,,,"2007-08","2007-Q3",195300,-0.124423963133641,"2006-03"
2018-11-30,403344,"Dearborn Park","IL","Chicago-Naperville-Elgin","Cook County","Chicago",4933,309700,-0.0124362244897959,-0.0143220878421388,-0.0526154787396757,,,"2014-04","2014-Q2",340900,-0.091522440598416,"2013-06"
2018-11-30,762819,"Bellrock","MA","Boston-Cambridge-Newton","Middlesex County","Malden",4934,335300,-0.000298151460942159,0.00449370880766926,0.0861678004535147,,,"2018-10","2018-Q4",335400,-0.000298151460942159,"2018-10"
2018-11-30,150474,"Wilder Park","KY","Louisville/Jefferson County","Jefferson County","Louisville",4935,85400,0.0190930787589499,0.0517241379310345,0.123684210526316,,,"2018-11","2018-Q4",85400,0,"2018-11"
